dataset,sequence_id,group_id,sequence_length,command,run_command_hash,RNAup_version,date_time_utc,exit_status,warning_present,warning_notes,output_file_path,output_detection_note,stdout_path,stderr_path,log_path,stdin_fa_path,command_txt_path,parsed_raw_table_path,file_listing_path,runtime_sec,sequence_sha256,pfScale_used,output_file_sha256
CRW,b.23.b.B.japonicum,b.23.b.B.japonicum,2882,/opt/anaconda3/envs/rna6nt/bin/RNAup -u 1-20 -c SHIME -T 37.0 --salt 1.021 -d2 --pfScale 1.0 --log-file=RNAup.log --log-time,e13f3fb951727087490d92f5e639fa0da481b4734cc9cbf90e57007fccdf2ef6,RNAup 2.7.2,2026-04-04T13:11:46.321874+00:00,0,False,[],/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.B.japonicum__d41c1203d5/b.23.b.B.japonicum__d41c1203d5_u1.out,,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.B.japonicum__d41c1203d5/stdout.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.B.japonicum__d41c1203d5/stderr.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.B.japonicum__d41c1203d5/RNAup.log,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.B.japonicum__d41c1203d5/stdin.fa,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.B.japonicum__d41c1203d5/command.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.B.japonicum__d41c1203d5/parsed_raw_table.csv.gz,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.B.japonicum__d41c1203d5/file_listing.json,47.16289019584656,2816ed461f3895c4f323035fa34dc1aa42bbfd5ac4d2ea699d5834f45a513959,1.0,3de4878ce6c5c7d2c54be793f7aa526d7fc36aed0a5fee60916c6d3490a197da
CRW,b.23.b.B.stearothermophilus,b.23.b.B.stearothermophilus,2928,/opt/anaconda3/envs/rna6nt/bin/RNAup -u 1-20 -c SHIME -T 37.0 --salt 1.021 -d2 --pfScale 1.0 --log-file=RNAup.log --log-time,e13f3fb951727087490d92f5e639fa0da481b4734cc9cbf90e57007fccdf2ef6,RNAup 2.7.2,2026-04-04T13:12:35.988456+00:00,0,False,[],/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.B.stearothermophilus__6aa6d0f1d7/b.23.b.B.stearothermophilus__6aa6d0f1d7_u1.out,,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.B.stearothermophilus__6aa6d0f1d7/stdout.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.B.stearothermophilus__6aa6d0f1d7/stderr.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.B.stearothermophilus__6aa6d0f1d7/RNAup.log,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.B.stearothermophilus__6aa6d0f1d7/stdin.fa,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.B.stearothermophilus__6aa6d0f1d7/command.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.B.stearothermophilus__6aa6d0f1d7/parsed_raw_table.csv.gz,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.B.stearothermophilus__6aa6d0f1d7/file_listing.json,49.160654067993164,7c93d6e4291f619c9721d63ffce224a989d78856c7e49b93e64c0486921775ad,1.0,7d169ce4c6bf471db87120e3865548e93e439ba6974fb7970cc37f2577ba9e9c
CRW,b.23.b.Bacillus.sp,b.23.b.Bacillus.sp,2914,/opt/anaconda3/envs/rna6nt/bin/RNAup -u 1-20 -c SHIME -T 37.0 --salt 1.021 -d2 --pfScale 1.0 --log-file=RNAup.log --log-time,e13f3fb951727087490d92f5e639fa0da481b4734cc9cbf90e57007fccdf2ef6,RNAup 2.7.2,2026-04-04T13:13:25.488267+00:00,0,False,[],/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.Bacillus.sp__b2f2cfaf98/b.23.b.Bacillus.sp__b2f2cfaf98_u1.out,,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.Bacillus.sp__b2f2cfaf98/stdout.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.Bacillus.sp__b2f2cfaf98/stderr.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.Bacillus.sp__b2f2cfaf98/RNAup.log,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.Bacillus.sp__b2f2cfaf98/stdin.fa,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.Bacillus.sp__b2f2cfaf98/command.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.Bacillus.sp__b2f2cfaf98/parsed_raw_table.csv.gz,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.Bacillus.sp__b2f2cfaf98/file_listing.json,48.990029096603394,77c85cf7d4c74c02ce17d91d19eea24c8b02f4da82d1f1501cce43407fbd52d7,1.0,324d82dcefc5e3e84108d99d9eb4c17a3a21a3cf6853eab58401cec2d6fc1423
CRW,b.23.b.C.coli,b.23.b.C.coli,3057,/opt/anaconda3/envs/rna6nt/bin/RNAup -u 1-20 -c SHIME -T 37.0 --salt 1.021 -d2 --pfScale 1.0 --log-file=RNAup.log --log-time,e13f3fb951727087490d92f5e639fa0da481b4734cc9cbf90e57007fccdf2ef6,RNAup 2.7.2,2026-04-04T13:14:21.926586+00:00,0,False,[],/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.C.coli__95adfab8e0/b.23.b.C.coli__95adfab8e0_u1.out,,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.C.coli__95adfab8e0/stdout.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.C.coli__95adfab8e0/stderr.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.C.coli__95adfab8e0/RNAup.log,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.C.coli__95adfab8e0/stdin.fa,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.C.coli__95adfab8e0/command.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.C.coli__95adfab8e0/parsed_raw_table.csv.gz,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.C.coli__95adfab8e0/file_listing.json,55.93397521972656,c956e682bd3d5bef77a082fb9da37fa54d11dac736ae101d0417d470781a9897,1.0,6095c8c0d71e776d12a41050092d54622f9ba20778f537e4da1ce0918ee1d0a1
CRW,b.23.b.C.pneumoniae,b.23.b.C.pneumoniae,2940,/opt/anaconda3/envs/rna6nt/bin/RNAup -u 1-20 -c SHIME -T 37.0 --salt 1.021 -d2 --pfScale 1.0 --log-file=RNAup.log --log-time,e13f3fb951727087490d92f5e639fa0da481b4734cc9cbf90e57007fccdf2ef6,RNAup 2.7.2,2026-04-04T13:15:12.046306+00:00,0,False,[],/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.C.pneumoniae__18089e9668/b.23.b.C.pneumoniae__18089e9668_u1.out,,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.C.pneumoniae__18089e9668/stdout.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.C.pneumoniae__18089e9668/stderr.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.C.pneumoniae__18089e9668/RNAup.log,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.C.pneumoniae__18089e9668/stdin.fa,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.C.pneumoniae__18089e9668/command.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.C.pneumoniae__18089e9668/parsed_raw_table.csv.gz,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.C.pneumoniae__18089e9668/file_listing.json,49.585413217544556,4f0ef56f36df20906b4b667e01a755efd7242989b8dab7aadd541cd9a04e08ce,1.0,e58f5f6aeeb49da726887028c9779647c309d940383ab1aa86f5d51003d11bb2
CRW,b.23.b.C.suis,b.23.b.C.suis,2940,/opt/anaconda3/envs/rna6nt/bin/RNAup -u 1-20 -c SHIME -T 37.0 --salt 1.021 -d2 --pfScale 1.0 --log-file=RNAup.log --log-time,e13f3fb951727087490d92f5e639fa0da481b4734cc9cbf90e57007fccdf2ef6,RNAup 2.7.2,2026-04-04T13:16:02.214617+00:00,0,False,[],/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.C.suis__06f87765a6/b.23.b.C.suis__06f87765a6_u1.out,,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.C.suis__06f87765a6/stdout.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.C.suis__06f87765a6/stderr.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.C.suis__06f87765a6/RNAup.log,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.C.suis__06f87765a6/stdin.fa,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.C.suis__06f87765a6/command.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.C.suis__06f87765a6/parsed_raw_table.csv.gz,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.C.suis__06f87765a6/file_listing.json,49.66881823539734,e28c377f3b18a06617e7927e6df8b58775a12a5886c8b4a9bb7e5121349254c1,1.0,4ef2492db9e6a40767f12b51c767f7101711b0e77d505aec5eeb9c834914bd4c
CRW,b.23.b.Frankia.sp,b.23.b.Frankia.sp,3099,/opt/anaconda3/envs/rna6nt/bin/RNAup -u 1-20 -c SHIME -T 37.0 --salt 1.021 -d2 --pfScale 1.0 --log-file=RNAup.log --log-time,e13f3fb951727087490d92f5e639fa0da481b4734cc9cbf90e57007fccdf2ef6,RNAup 2.7.2,2026-04-04T13:17:01.456119+00:00,0,False,[],/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.Frankia.sp__1f4161986f/b.23.b.Frankia.sp__1f4161986f_u1.out,,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.Frankia.sp__1f4161986f/stdout.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.Frankia.sp__1f4161986f/stderr.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.Frankia.sp__1f4161986f/RNAup.log,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.Frankia.sp__1f4161986f/stdin.fa,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.Frankia.sp__1f4161986f/command.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.Frankia.sp__1f4161986f/parsed_raw_table.csv.gz,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.Frankia.sp__1f4161986f/file_listing.json,58.747440814971924,c1df65d616aa6188ddf33ca0cd7e2abf802cbce52b04cf07f21f3ab69d80a10e,1.0,6bb147128a7dc7f5e9eeaa9c3b1d35fc4926367840d511ee5a4c69f1cda6268c
CRW,b.23.b.P.acanthamoebae,b.23.b.P.acanthamoebae,3029,/opt/anaconda3/envs/rna6nt/bin/RNAup -u 1-20 -c SHIME -T 37.0 --salt 1.021 -d2 --pfScale 1.0 --log-file=RNAup.log --log-time,e13f3fb951727087490d92f5e639fa0da481b4734cc9cbf90e57007fccdf2ef6,RNAup 2.7.2,2026-04-04T13:17:55.812724+00:00,0,False,[],/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.P.acanthamoebae__d39b4aa563/b.23.b.P.acanthamoebae__d39b4aa563_u1.out,,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.P.acanthamoebae__d39b4aa563/stdout.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.P.acanthamoebae__d39b4aa563/stderr.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.P.acanthamoebae__d39b4aa563/RNAup.log,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.P.acanthamoebae__d39b4aa563/stdin.fa,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.P.acanthamoebae__d39b4aa563/command.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.P.acanthamoebae__d39b4aa563/parsed_raw_table.csv.gz,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.P.acanthamoebae__d39b4aa563/file_listing.json,53.820826053619385,b8d4f03102a25301b815741f965568749e912a1562e37dbb4a9a293bdcfbef66,1.0,d788e0ceeeb4296452805000ca847101af841251e0c4f69e7b1cbb03ab9c2171
CRW,b.23.b.P.marina,b.23.b.P.marina,2885,/opt/anaconda3/envs/rna6nt/bin/RNAup -u 1-20 -c SHIME -T 37.0 --salt 1.021 -d2 --pfScale 1.0 --log-file=RNAup.log --log-time,e13f3fb951727087490d92f5e639fa0da481b4734cc9cbf90e57007fccdf2ef6,RNAup 2.7.2,2026-04-04T13:18:44.237507+00:00,0,False,[],/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.P.marina__a1d669650c/b.23.b.P.marina__a1d669650c_u1.out,,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.P.marina__a1d669650c/stdout.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.P.marina__a1d669650c/stderr.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.P.marina__a1d669650c/RNAup.log,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.P.marina__a1d669650c/stdin.fa,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.P.marina__a1d669650c/command.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.P.marina__a1d669650c/parsed_raw_table.csv.gz,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.P.marina__a1d669650c/file_listing.json,47.90710401535034,c60f2267a830a5dde4e653e4c31bed1d86a91af198334fb30443d5ec1e7632df,1.0,ac5572bdd9c32099d7109f1d8b405c0df78f20ee34312b64071d8a910deb3822
CRW,b.23.b.R.capsulatus,b.23.b.R.capsulatus,2884,/opt/anaconda3/envs/rna6nt/bin/RNAup -u 1-20 -c SHIME -T 37.0 --salt 1.021 -d2 --pfScale 1.0 --log-file=RNAup.log --log-time,e13f3fb951727087490d92f5e639fa0da481b4734cc9cbf90e57007fccdf2ef6,RNAup 2.7.2,2026-04-04T13:19:32.255561+00:00,0,False,[],/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.R.capsulatus__406dac8af7/b.23.b.R.capsulatus__406dac8af7_u1.out,,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.R.capsulatus__406dac8af7/stdout.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.R.capsulatus__406dac8af7/stderr.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.R.capsulatus__406dac8af7/RNAup.log,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.R.capsulatus__406dac8af7/stdin.fa,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.R.capsulatus__406dac8af7/command.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.R.capsulatus__406dac8af7/parsed_raw_table.csv.gz,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.R.capsulatus__406dac8af7/file_listing.json,47.519282817840576,489bfc6620cfc28e03cc12775086a11b90a47b9656a945f1d16d35285c98f13e,1.0,cf0c099eea90b83b40283274ab483541731db40df8403b973c61486d74762728
CRW,b.23.b.R.palustris,b.23.b.R.palustris,2826,/opt/anaconda3/envs/rna6nt/bin/RNAup -u 1-20 -c SHIME -T 37.0 --salt 1.021 -d2 --pfScale 1.0 --log-file=RNAup.log --log-time,e13f3fb951727087490d92f5e639fa0da481b4734cc9cbf90e57007fccdf2ef6,RNAup 2.7.2,2026-04-04T13:20:17.828768+00:00,0,False,[],/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.R.palustris__e9ee9fae51/b.23.b.R.palustris__e9ee9fae51_u1.out,,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.R.palustris__e9ee9fae51/stdout.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.R.palustris__e9ee9fae51/stderr.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.R.palustris__e9ee9fae51/RNAup.log,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.R.palustris__e9ee9fae51/stdin.fa,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.R.palustris__e9ee9fae51/command.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.R.palustris__e9ee9fae51/parsed_raw_table.csv.gz,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.R.palustris__e9ee9fae51/file_listing.json,45.08020806312561,623d997f71f2f7e3f60b2ea6657204330b2ee5fc2f66012065c5b1ba70e6993b,1.0,532e8bd7224dac96f5a639f5d3c0eefa1f6ae5326010f35569936bded6c9ac18
CRW,b.23.b.R.sphaeroides,b.23.b.R.sphaeroides,2883,/opt/anaconda3/envs/rna6nt/bin/RNAup -u 1-20 -c SHIME -T 37.0 --salt 1.021 -d2 --pfScale 1.0 --log-file=RNAup.log --log-time,e13f3fb951727087490d92f5e639fa0da481b4734cc9cbf90e57007fccdf2ef6,RNAup 2.7.2,2026-04-04T13:21:05.205603+00:00,0,False,[],/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.R.sphaeroides__17df5b5b3d/b.23.b.R.sphaeroides__17df5b5b3d_u1.out,,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.R.sphaeroides__17df5b5b3d/stdout.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.R.sphaeroides__17df5b5b3d/stderr.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.R.sphaeroides__17df5b5b3d/RNAup.log,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.R.sphaeroides__17df5b5b3d/stdin.fa,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.R.sphaeroides__17df5b5b3d/command.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.R.sphaeroides__17df5b5b3d/parsed_raw_table.csv.gz,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.R.sphaeroides__17df5b5b3d/file_listing.json,46.903109073638916,4c3ed81f34352cfee78b91ccd329229bff0209b476b9b7e36962976ae83ea709,1.0,7dc0641cb0ab0efc46a0d64d2fd957b1ee651dcd000864963725fbf8e879f085
CRW,b.23.b.S.griseus,b.23.b.S.griseus,3120,/opt/anaconda3/envs/rna6nt/bin/RNAup -u 1-20 -c SHIME -T 37.0 --salt 1.021 -d2 --pfScale 1.0 --log-file=RNAup.log --log-time,e13f3fb951727087490d92f5e639fa0da481b4734cc9cbf90e57007fccdf2ef6,RNAup 2.7.2,2026-04-04T13:22:05.142917+00:00,0,False,[],/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.S.griseus__86b0c76356/b.23.b.S.griseus__86b0c76356_u1.out,,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.S.griseus__86b0c76356/stdout.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.S.griseus__86b0c76356/stderr.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.S.griseus__86b0c76356/RNAup.log,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.S.griseus__86b0c76356/stdin.fa,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.S.griseus__86b0c76356/command.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.S.griseus__86b0c76356/parsed_raw_table.csv.gz,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.S.griseus__86b0c76356/file_listing.json,59.42680311203003,f5477a8c0e26148b76de63b72cce79f74695aa9df360a995db24c0652067f987,1.0,7e7881abda85ed43fa83c9c42b0f5b294caef00d0b1aa79b96f9fcd523f5dae1
CRW,b.23.b.S.negevensis,b.23.b.S.negevensis,2943,/opt/anaconda3/envs/rna6nt/bin/RNAup -u 1-20 -c SHIME -T 37.0 --salt 1.021 -d2 --pfScale 1.0 --log-file=RNAup.log --log-time,e13f3fb951727087490d92f5e639fa0da481b4734cc9cbf90e57007fccdf2ef6,RNAup 2.7.2,2026-04-04T13:22:55.175343+00:00,0,False,[],/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.S.negevensis__06a433de12/b.23.b.S.negevensis__06a433de12_u1.out,,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.S.negevensis__06a433de12/stdout.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.S.negevensis__06a433de12/stderr.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.S.negevensis__06a433de12/RNAup.log,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.S.negevensis__06a433de12/stdin.fa,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.S.negevensis__06a433de12/command.txt,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.S.negevensis__06a433de12/parsed_raw_table.csv.gz,/Users/hatanaka/rnaup-official-pf1p00/results/rnaup_official_pf1p00/CRW/rnaup_raw/CRW/b.23.b.S.negevensis__06a433de12/file_listing.json,49.5008111000061,ec9172df0e948a5f72642c5d68a7dbf3ca53a9b125c858e8a1b75f6678414ea1,1.0,1bbfb8b8d3ac47e1be3eab2505df7b4ac1be8f8718b8e2ab0228ffd780d53938
